"","X","Ensayo","Estimulo","Respuesta","Correcto","Aciertos","Errores","Hits","ContadorH","Rechazos","ContadorR","Falsas.alarmas","ContadorF","Omisiones","ContadorM","Confidence","RTime1","RTime1b","RTime2","facilidad","num_circulos_externos","tam_circulos_externos","tamano_central","senal","color","tipo","choice","Exito","outcome","HR6","FR6","HR5","FR5","HR4","FR4","HR3","FR3","HR2","FR2","HR1","FR1"
"590",590,589,378,"s","True",458,132,"True",237,"False",221,"False",72,"False",60,5,1.634851933,0.133730888,0.701655865,"muchos",8,"over","2_o3","senal","purpura","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"591",591,590,480,"s","True",459,132,"True",238,"False",221,"False",72,"False",60,5,1.634922028,0.134015083,0.401302814,"muchos",8,"under","2_u3","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"592",592,591,242,"s","False",459,133,"False",238,"False",221,"True",73,"False",60,4,1.634885073,0.134215832,0.300683022,"pocos",2,"over","1.5","ruido","naranja","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"593",593,592,635,"n","True",460,133,"False",238,"True",222,"False",73,"False",60,1,1.634902,0.134407997,0.400964975,"muchos",8,"under","1","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"594",594,593,26,"n","False",460,134,"False",238,"False",222,"False",73,"True",61,1,2.33604002,0.835815907,0.501296997,"pocos",2,"over","2_o2","senal","verde","4 AS",0,0,2,"0","0","0","0","0","0","0","0","0","0","1","0"
"595",595,594,72,"s","True",461,134,"True",239,"False",222,"False",73,"False",61,6,2.236414194,0.735633135,0.300767899,"pocos",3,"over","2_o3","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"596",596,595,506,"s","False",461,135,"False",239,"False",222,"True",74,"False",61,4,1.634912968,0.13399291,0.200631857,"muchos",7,"under","3","ruido","verde","2 BN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"597",597,596,328,"s","True",462,135,"True",240,"False",222,"False",74,"False",61,4,1.635401011,0.134348154,0.802122116,"muchos",7,"over","2_o2","senal","purpura","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"598",598,597,377,"s","True",463,135,"True",241,"False",222,"False",74,"False",61,5,1.634901047,0.134088039,0.802093983,"muchos",8,"over","2_o3","senal","purpura","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"599",599,598,412,"s","True",464,135,"True",242,"False",222,"False",74,"False",61,6,1.634845018,0.134378195,0.101724148,"muchos",7,"under","2_u2","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"600",600,599,609,"n","True",465,135,"False",242,"True",223,"False",74,"False",61,2,1.634789944,0.13387394,0.10036087,"muchos",7,"over","1","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"601",601,600,618,"n","True",466,135,"False",242,"True",224,"False",74,"False",61,3,1.635554075,0.134689093,0.601480007,"muchos",8,"over","1","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"602",602,601,503,"s","False",466,136,"False",242,"False",224,"True",75,"False",61,5,1.634784937,0.134264946,0.401180029,"muchos",7,"under","3","ruido","azul","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"603",603,602,276,"s","False",466,137,"False",242,"False",224,"True",76,"False",61,4,1.634943008,0.133826017,0.300711155,"pocos",3,"under","1.5","ruido","verde","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"604",604,603,37,"s","True",467,137,"True",243,"False",224,"False",76,"False",61,6,1.634913921,0.133972883,0.200521231,"pocos",2,"over","2_o2","senal","purpura","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"605",605,604,221,"n","True",468,137,"False",243,"True",225,"False",76,"False",61,3,1.635761023,0.134781122,0.501198053,"pocos",2,"under","2.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"606",606,605,197,"n","True",469,137,"False",243,"True",226,"False",76,"False",61,2,1.636357069,0.135322094,0.400890112,"pocos",3,"under","3","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"607",607,606,249,"s","False",469,138,"False",243,"False",226,"True",77,"False",61,4,1.635252953,0.134458065,0.200648069,"pocos",2,"over","1.5","ruido","guinda","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"608",608,607,484,"n","True",470,138,"False",243,"True",227,"False",77,"False",61,2,1.634827137,0.133840084,0.200682163,"muchos",7,"over","3","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"609",609,608,406,"s","True",471,138,"True",244,"False",227,"False",77,"False",61,4,1.83574295,0.334888935,0.300820827,"muchos",7,"under","2_u2","senal","verde","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"610",610,609,425,"s","True",472,138,"True",245,"False",227,"False",77,"False",61,5,1.634902,0.134012938,0.400954008,"muchos",7,"under","2_u2","senal","verde","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"611",611,610,97,"s","True",473,138,"True",246,"False",227,"False",77,"False",61,4,1.637167215,0.136071205,0.400960922,"pocos",2,"under","2_u2","senal","purpura","4 AS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"612",612,611,563,"s","False",473,139,"False",246,"False",227,"True",78,"False",61,5,1.634948015,0.134145021,0.400953054,"muchos",7,"over","1.5","ruido","azul","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"613",613,612,144,"s","True",474,139,"True",247,"False",227,"False",78,"False",61,6,1.635285139,0.13437295,0.300804853,"pocos",3,"under","2_u3","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"614",614,613,202,"n","True",475,139,"False",247,"True",228,"False",78,"False",61,3,1.735715151,0.234769106,0.300788164,"pocos",2,"over","2.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"615",615,614,59,"n","False",475,140,"False",247,"False",228,"False",78,"True",62,2,1.634863853,0.134126186,0.902524948,"pocos",3,"over","2_o3","senal","guinda","4 AS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"616",616,615,525,"s","False",475,141,"False",247,"False",228,"True",79,"False",62,4,1.63491106,0.134052038,0.300712109,"muchos",7,"over","2.5","ruido","verde","2 BN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"617",617,616,268,"n","True",476,141,"False",247,"True",229,"False",79,"False",62,1,1.635146856,0.134219885,0.300797939,"pocos",2,"under","1.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"618",618,617,344,"s","True",477,141,"True",248,"False",229,"False",79,"False",62,5,1.635460138,0.134346962,0.200598955,"muchos",7,"over","2_o2","senal","azul","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"619",619,618,219,"n","True",478,141,"False",248,"True",230,"False",79,"False",62,3,1.635226011,0.134301901,1.002583027,"pocos",3,"over","2.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"620",620,619,45,"n","False",478,142,"False",248,"False",230,"False",79,"True",63,2,2.236524105,0.73567009,0.401134014,"pocos",3,"over","2_o3","senal","verde","4 AS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"621",621,620,349,"n","False",478,143,"False",248,"False",230,"False",79,"True",64,2,1.634827852,0.133960962,0.40099287,"muchos",7,"over","2_o2","senal","guinda","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"622",622,621,253,"n","True",479,143,"False",248,"True",231,"False",79,"False",64,3,1.635801792,0.134849072,0.100282907,"pocos",3,"over","1.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"623",623,622,576,"s","False",479,144,"False",248,"False",231,"True",80,"False",64,6,1.634809971,0.133853197,0.501172066,"muchos",8,"over","1.5","ruido","verde","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"624",624,623,345,"s","True",480,144,"True",249,"False",231,"False",80,"False",64,6,1.735629082,0.234839201,1.002506971,"muchos",7,"over","2_o2","senal","verde","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"625",625,624,561,"n","True",481,144,"False",249,"True",232,"False",80,"False",64,2,2.136268139,0.635309935,0.401208878,"muchos",7,"over","1.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"626",626,625,28,"s","True",482,144,"True",250,"False",232,"False",80,"False",64,5,1.835887909,0.33495903,0.201745033,"pocos",2,"over","2_o2","senal","purpura","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"627",627,626,592,"s","False",482,145,"False",250,"False",232,"True",81,"False",64,6,2.837886095,1.336755037,0.200527191,"muchos",8,"under","1.5","ruido","naranja","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"628",628,627,340,"s","True",483,145,"True",251,"False",232,"False",81,"False",64,4,1.63481307,0.134153128,0.401245832,"muchos",7,"over","2_o2","senal","guinda","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"629",629,628,521,"n","True",484,145,"False",251,"True",233,"False",81,"False",64,1,1.935517073,0.434743166,0.201097965,"muchos",7,"over","2.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"630",630,629,76,"s","True",485,145,"True",252,"False",233,"False",81,"False",64,5,1.635684967,0.134759903,0.100345135,"pocos",3,"over","2_o3","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"631",631,630,41,"s","True",486,145,"True",253,"False",233,"False",81,"False",64,6,1.635267019,0.134684086,0.801938057,"pocos",3,"over","2_o3","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"632",632,631,608,"n","True",487,145,"False",253,"True",234,"False",81,"False",64,2,1.635288,0.134346962,0.701971054,"muchos",7,"over","1","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"633",633,632,75,"n","False",487,146,"False",253,"False",234,"False",81,"True",65,2,1.634861946,0.13407588,0.401026011,"pocos",3,"over","2_o3","senal","verde","4 AS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"634",634,633,446,"s","True",488,146,"True",254,"False",234,"False",81,"False",65,6,1.635294914,0.134284019,0.802387953,"muchos",8,"under","2_u3","senal","verde","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"635",635,634,23,"s","True",489,146,"True",255,"False",234,"False",81,"False",65,6,1.634910107,0.134469986,0.401190042,"pocos",2,"over","2_o2","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"636",636,635,559,"n","True",490,146,"False",255,"True",235,"False",81,"False",65,3,2.537029028,1.036132097,0.401115894,"muchos",8,"under","2.5","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"637",637,636,533,"s","False",490,147,"False",255,"False",235,"True",82,"False",65,6,1.634863138,0.134509087,0.101663828,"muchos",8,"over","2.5","ruido","azul","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"638",638,637,227,"s","False",490,148,"False",255,"False",235,"True",83,"False",65,6,1.634982109,0.134304047,1.503812075,"pocos",2,"under","2.5","ruido","purpura","1 AN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"639",639,638,263,"n","True",491,148,"False",255,"True",236,"False",83,"False",65,2,1.6349051,0.133920908,0.300762892,"pocos",2,"under","1.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"640",640,639,300,"n","True",492,148,"False",255,"True",237,"False",83,"False",65,2,1.63519311,0.134315968,0.300926924,"pocos",3,"over","1","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
